literally	13261	97
cafe	3636	97
lovely	13480	96
carne	3878	96
nearly	15108	96
soon	21050	96
prepared	17503	96
finish	8766	96
except	8149	96
center	4062	96
soft	20965	95
easily	7486	95
perhaps	16685	95
mix	14558	95
personal	16717	95
says	19680	95
greeted	10149	94
finished	8767	94
true	23543	94
anywhere	1360	94
pita	16996	94
iced	11324	94
boyfriend	3083	94
salads	19455	94
traditional	23345	93
spinach	21298	93
salmon	19483	93
middle	14353	93
entrees	7896	93
lack	12752	93
mostly	14783	93
daughter	6147	93
mention	14231	93
paying	16497	93
desert	6526	93
chance	4141	92
company	5038	92
girls	9789	92
paid	16164	92
office	15620	92
visiting	24468	91
baked	2052	91
north	15379	91
works	25181	91
expensive	8244	91
reading	18275	91
club	4782	91
summer	22047	90
seeing	19966	90
orange	15823	90
using	24137	90
meals	14095	90
vegetarian	24264	90
suggest	22016	89
bunch	3452	89
reasonably	18308	89
sound	21108	89
east	7491	89
loud	13454	89
damn	6069	89
hungry	11251	89
bean	2308	89
means	14103	88
weeks	24790	88
turned	23625	88
recommended	18382	88
share	20199	88
supposed	22133	87
thin	22871	87
crazy	5717	87
stores	21754	87
tender	22684	87
die	6665	86
healthy	10675	86
asking	1649	86
mood	14732	86
american	1163	86
appreciate	1449	86
plan	17053	86
whats	24864	85
toppings	23223	85
art	1587	85
grill	10173	85
evening	8075	85
sign	20479	85
cook	5416	85
item	12040	85
tortilla	23248	84
life	13122	84
veggies	24268	84
worked	25172	84
orders	15843	84
seats	19930	84
topped	23219	84
event	8078	83
peanut	16528	83
normally	15374	83
lamb	12793	83
slice	20689	83
beat	2323	83
grocery	10209	83
per	16658	82
attention	1785	82
basically	2223	82
dogs	7045	82
chili	4380	82
tasting	22526	82
box	3073	82
fair	8409	82
running	19361	82
minute	14475	82
flavorful	8890	82
seriously	20076	81
choices	4454	81
central	4068	81
bag	2020	81
immediately	11423	81
considering	5273	81
whatever	24860	81
cash	3937	81
dip	6756	81
helped	10756	81
okay	15664	81
difficult	6690	80
noodles	15355	80
ton	23171	80
sour	21118	80
together	23136	80
fruit	9394	80
visited	24467	80
wall	24608	80
write	25249	80
olive	15687	80
chose	4484	80
lost	13442	80
world	25184	79
baby	1970	79
bland	2716	79
dirty	6778	79
stick	21672	79
slices	20692	79
living	13282	79
combination	4946	78
honey	11016	78
checking	4249	78
joint	12278	78
poor	17263	78
seat	19925	78
view	24400	78
drinking	7271	77
pricey	17586	77
theyve	22856	77
hostess	11114	77
met	14285	77
gotten	10005	77
greasy	10122	77
standard	21520	77
eye	8338	77
offers	15619	77
turkey	23620	77
oil	15651	77
corner	5479	76
somewhat	21028	76
turn	23623	76
value	24207	76
appetizers	1421	76
particular	16367	76
young	25424	76
smell	20797	76
unfortunately	23888	76
original	15883	76
carry	3907	76
section	19946	76
crowded	5836	76
matter	14012	76
face	8372	76
floor	8944	76
knows	12657	76
brunch	3330	76
city	4609	76
generally	9672	75
sell	20006	75
yogurt	25401	75
showed	20384	75
closed	4752	75
loves	13485	75
save	19654	75
youd	25419	74
dressing	7252	74
pass	16385	74
airport	955	74
mouth	14823	74
vietnamese	24398	74
ahead	918	74
previous	17574	74
driving	7289	73
buffet	3401	73
consider	5265	73
onions	15731	73
ribs	18995	73
usual	24141	73
greek	10135	73
solid	20995	73
addition	743	73
indian	11572	73
sad	19409	73
brown	3302	73
consistently	5287	72
afternoon	877	72
lettuce	13068	72
fabulous	8368	72
building	3413	72
case	3931	72
sides	20465	72
paper	16280	72
toast	23112	72
forgot	9137	71
coconut	4847	71
despite	6555	71
pizzas	17022	71
thick	22859	71
seafood	19892	71
checked	4241	70
mine	14435	70
straight	21768	70
folks	9040	70
complete	5096	70
rooms	19227	70
sauces	19629	70
move	14830	70
expecting	8229	70
known	12656	70
lemon	13018	70
creamy	5729	70
meet	14169	70
hummus	11236	70
crisp	5789	70
heavy	10711	69
word	25168	69
complaint	5087	69
avoid	1887	69
asada	1620	69
kid	12534	69
pie	16890	69
dollar	7052	69
become	2351	69
incredibly	11558	69
games	9550	69
bars	2201	68
book	2947	68
vegan	24254	68
level	13069	68
issue	12020	68
entree	7895	68
option	15811	68
barely	2163	68
deep	6311	68
agree	906	68
various	24235	68
buffalo	3399	68
month	14724	68
happened	10518	67
likely	13157	67
modern	14626	67
mill	14411	67
fill	8714	67
soda	20954	67
drop	7303	67
glasses	9825	67
fat	8512	67
realize	18287	66
covered	5614	66
recent	18339	66
note	15409	66
bartenders	2203	66
flat	8870	66
vibe	24368	66
rock	19152	66
plain	17050	66
pleasantly	17122	66
apparently	1401	66
classic	4653	66
particularly	16368	66
whether	24890	65
combo	4952	65
included	11527	65
generous	9681	65
smaller	20769	65
treat	23444	65
fix	8818	65
mashed	13950	65
mini	14443	65
hubby	11187	65
honestly	11014	65
bruschetta	3336	65
gym	10365	65
frequent	9281	65
san	19546	65
leaving	12969	64
bottom	3033	64
ten	22678	64
similar	20507	64
cookie	5421	64
opening	15772	64
de	6190	64
pleased	17124	64
salt	19498	64
clearly	4693	64
west	24832	64
hell	10746	64
wide	24969	64
medium	14161	64
obviously	15559	64
returned	18929	64
tv	23644	64
donuts	7097	63
son	21037	63
strange	21777	63
japanese	12129	63
shredded	20400	63
college	4919	63
interior	11847	63
compared	5045	63
support	22125	63
missing	14526	62
owned	16103	62
class	4651	62
air	944	62
heat	10698	62
girlfriend	9785	62
chopped	4474	62
normal	15372	62
training	23362	62
south	21128	62
coupon	5592	62
lobster	13312	62
margaritas	13848	62
alone	1077	62
actual	715	62
mediocre	14154	62
kick	12523	61
woman	25129	61
monday	14684	61
hes	10804	61
weird	24805	61
imagine	11410	61
finding	8746	61
yes	25375	61
pad	16150	61
feels	8593	61
throughout	22946	61
sample	19537	61
sugar	22011	61
seasoned	19919	61
types	23693	61
closer	4756	61
nicely	15237	61
fit	8807	61
terrible	22725	60
vanilla	24220	60
ranch	18165	60
spa	21154	60
fancy	8461	60
overly	16044	60
apple	1426	60
rare	18200	60
admit	780	60
purchase	17911	60
tvs	23645	60
speak	21204	60
favorites	8544	59
kinds	12579	59
strong	21852	59
classes	4652	59
limited	13177	59
clear	4689	59
guacamole	10283	59
milk	14406	59
nights	15270	59
wanting	24638	59
weather	24763	59
figured	8694	59
changed	4150	59
none	15340	59
margarita	13847	59
sorry	21091	59
pepper	16641	59
cookies	5422	59
filling	8719	59
theater	22802	58
lucky	13527	58
double	7140	58
laid	12780	58
bell	2439	58
miles	14402	58
mentioned	14232	58
waffle	24550	58
credit	5744	58
chandler	4147	58
continue	5347	58
sized	20592	58
quiet	18037	58
moment	14669	58
bringing	3247	58
products	17677	57
typically	23695	57
important	11458	57
starbucks	21537	57
chile	4376	57
staying	21604	57
sense	20033	57
biggest	2598	57
chairs	4113	57
groupon	10239	57
hoping	11063	57
hold	10959	56
gives	9805	56
break	3159	56
rich	19001	56
touch	23278	56
willing	25011	56
standing	21523	56
chipotle	4418	56
chefs	4295	56
sale	19468	56
smoked	20819	56
noodle	15353	56
mushroom	14927	55
tomatoes	23163	55
deals	6206	55
sun	22058	55
horrible	11087	55
bathroom	2255	55
notice	15419	55
sent	20044	55
hole	10965	55
bed	2356	55
whenever	24880	55
massage	13964	55
knowledgeable	12652	54
walls	24613	54
certain	4082	54
welcome	24814	54
basic	2222	54
questions	18022	54
sub	21917	54
machine	13614	54
gift	9743	54
cheaper	4226	54
hanging	10504	54
rude	19320	54
cozy	5642	54
mess	14275	54
private	17628	53
explained	8270	53
joes	12260	53
heres	10790	53
larger	12843	53
popular	17281	53
daily	6049	53
wines	25041	53
shoes	20320	53
freshly	9297	53
specialty	21226	52
professional	17686	52
cooking	5424	52
boy	3080	52
six	20585	52
positive	17338	52
pot	17369	52
waffles	24551	52
surprisingly	22166	52
color	4929	52
creme	5759	52
hadnt	10399	52
basil	2226	52
locations	13331	52
shot	20362	52
personally	16721	52
bottles	3032	51
convenient	5379	51
reminds	18659	51
throw	22947	51
duck	7357	51
overpriced	16052	51
bf	2554	51
passed	16387	51
dim	6718	51
beyond	2553	51
serves	20091	51
rating	18217	51
cover	5612	51
bakery	2056	51
par	16291	51
min	14427	51
onto	15740	51
organic	15862	50
sales	19471	50
purchased	17912	50
delivery	6412	50
brand	3122	50
gyro	10375	50
negative	15142	50
range	18179	50
suggested	22017	50
broth	3294	50
darn	6126	50
giant	9738	50
reminded	18655	50
cupcake	5935	50
moist	14642	50
meats	14130	50
patrons	16465	50
multiple	14893	50
system	22329	50
dozen	7191	50
chill	4384	50
fire	8774	50
version	24339	49
dance	6078	49
shops	20341	49
bigger	2597	49
surprise	22162	49
clothes	4766	49
heart	10684	49
wearing	24759	49
higher	10840	49
charged	4183	49
wrapped	25229	49
avocado	1883	49
hip	10883	49
parents	16320	49
menus	14240	49
odd	15592	49
figure	8693	49
otherwise	15924	49
placed	17040	49
vegetables	24263	49
road	19115	48
experienced	8248	48
opted	15801	48
desserts	6558	48
decide	6251	48
lounge	13463	48
moving	14840	48
ass	1664	48
juicy	12347	48
complain	5081	48
flight	8924	48
trust	23555	48
salty	19509	48
cucumber	5909	48
describe	6514	48
reservation	18806	48
rib	18990	48
explain	8268	48
plastic	17077	48
wed	24770	48
24	210	48
12	65	47
website	24768	47
wants	24640	47
mile	14401	47
pop	17270	47
bun	3450	47
rate	18213	47
catch	3975	47
ladies	12765	47
pair	16177	47
sliced	20690	47
fell	8605	47
raw	18243	47
include	11526	47
conversation	5388	47
enjoying	7841	47
children	4372	47
major	13701	47
soy	21148	47
mushrooms	14928	47
melted	14199	47
desk	6547	47
bathrooms	2256	47
management	13752	47
goat	9890	47
gelato	9660	47
50	360	46
send	20020	46
concept	5145	46
remembered	18650	46
dad	6039	46
round	19280	46
gas	9596	46
wonder	25135	46
books	2955	46
sounds	21111	46
serious	20075	46
product	17672	46
wash	24678	46
spice	21271	46
banana	2092	46
cause	3999	46
waste	24689	46
mesa	14269	46
nails	15006	46
general	9669	46
soggy	20979	46
creative	5737	46
resort	18834	45
crunchy	5868	45
fully	9442	45
chip	4415	45
drove	7310	45
setting	20120	45
guests	10309	45
greens	10144	45
pancakes	16238	45
online	15733	45
chicago	4331	45
cocktail	4842	45
enchiladas	7781	45
complimentary	5112	45
unlike	23941	45
realized	18288	45
shows	20393	45
appointment	1443	45
band	2097	45
step	21647	45
treated	23445	44
strawberry	21793	44
buying	3579	44
rail	18125	44
keeps	12469	44
provide	17797	44
dollars	7053	44
employee	7749	44
establishment	8016	44
stuck	21872	44
lights	13151	44
ground	10232	44
gotta	10004	44
chorizo	4482	44
sick	20450	44
older	15677	44
likes	13160	44
dropped	7306	44
delivered	6408	44
themselves	22819	44
headed	10656	44
crap	5691	44
gonna	9938	44
starting	21568	43
spending	21260	43
paradise	16295	43
lighting	13147	43
screen	19852	43
answer	1305	43
compare	5044	43
sister	20571	43
provided	17798	43
refreshing	18493	43
cupcakes	5938	43
fall	8434	43
tuesday	23590	43
window	25030	43
irish	11976	43
wow	25214	43
third	22887	43
trendy	23464	43
valet	24189	43
theyll	22853	43
won	25134	43
equally	7929	43
happen	10517	43
venue	24309	43
pull	17867	43
prime	17605	43
asu	1723	43
funny	9474	43
includes	11528	43
absolute	572	43
los	13435	43
post	17354	42
40	310	42
hash	10579	42
skip	20636	42
hopefully	11059	42
lines	13201	42
yellow	25357	42
tend	22680	42
selections	19998	42
helping	10762	42
against	888	42
tired	23087	42
upscale	24085	42
tough	23285	42
vegetable	24262	42
gem	9665	42
ride	19023	42
fry	9405	42
ran	18163	42
california	3677	42
famous	8452	42
fashion	8502	42
mint	14465	42
travel	23422	42
dipping	6760	42
golden	9921	42
pesto	16746	42
eyes	8353	42
prior	17619	42
knowing	12649	42
sold	20984	42
ahi	924	41
artichoke	1595	41
country	5581	41
dive	6965	41
picky	16882	41
pudding	17848	41
garden	9574	41
dress	7247	41
distance	6932	41
velvet	24283	41
sake	19440	41
mother	14786	41
create	5731	41
areas	1517	41
meeting	14170	41
played	17100	41
spots	21371	41
talked	22417	41
relaxing	18596	41
tap	22464	41
produce	17667	41
sliders	20698	41
possibly	17353	41
shes	20258	40
gluten	9875	40
god	9898	40
nearby	15103	40
wedding	24771	40
gravy	10109	40
issues	12021	40
tortillas	23249	40
bagel	2021	40
tad	22365	40
espresso	7998	40
camelback	3706	40
words	25169	40
key	12503	40
mango	13775	40
bonus	2940	40
rarely	18201	40
learn	12953	40
attitude	1794	40
english	7829	40
forever	9124	40
alcohol	1006	40
health	10670	40
cheesy	4288	40
45	331	40
platter	17093	39
discovered	6833	39
occasion	15563	39
expectations	8226	39
nor	15365	39
worse	25196	39
soooo	21054	39
ridiculous	19032	39
rush	19368	39
among	1189	39
station	21588	39
tour	23288	39
extensive	8309	39
polite	17220	39
toasted	23113	39
putting	17959	39
calamari	3661	39
boba	2865	39
hardly	10544	39
difference	6682	39
martini	13925	39
dine	6734	39
shit	20298	39
random	18173	39
comfy	4968	39
learned	12954	39
tonight	23182	39
sum	22039	38
tofu	23135	38
allowed	1060	38
earlier	7466	38
sky	20646	38
dig	6694	38
adding	742	38
body	2882	38
cars	3910	38
update	24059	38
possible	17352	38
cleaning	4681	38
needless	15132	38
discount	6826	38
keeping	12468	38
signature	20483	38
doors	7112	38
york	25413	37
mongolian	14693	37
miso	14518	37
presentation	17522	37
pei	16595	37
advantage	814	37
excuse	8178	37
separate	20049	37
gourmet	10012	37
theyd	22851	37
welcoming	24818	37
wednesday	24777	37
filet	8706	37
peppers	16652	37
pictures	16889	37
experiences	8251	37
apologized	1387	37
bloody	2801	37
peak	16524	37
opportunity	15793	37
aside	1643	37
missed	14524	37
safe	19417	37
informed	11657	37
brisket	3257	37
cocktails	4843	37
omelet	15699	37
rings	19060	37
heading	10657	36
bags	2032	36
wrap	25228	36
hidden	10830	36
yelpers	25367	36
ny	15500	36
writing	25253	36
shouldnt	20369	36
beverage	2542	36
somehow	21018	36
changes	4152	36
prepare	17502	36
thursday	22973	36
crave	5703	36
turns	23630	36
incredible	11557	36
introduced	11903	36
lacking	12755	36
notch	15407	36
booths	2974	36
clothing	4768	36
package	16138	36
sea	19889	36
complaints	5088	36
mozzarella	14848	36
nail	15003	36
wild	24996	36
dj	6993	36
caramel	3819	36
telling	22652	36
salon	19487	36
followed	9042	36
pastry	16425	36
pet	16749	36
department	6477	36
olives	15689	36
dined	6735	36
bother	3021	35
additional	744	35
following	9045	35
host	11110	35
belly	2451	35
story	21761	35
opinion	15788	35
final	8738	35
vintage	24436	35
watched	24697	35
sounded	21109	35
named	15015	35
golf	9927	35
burritos	3499	35
pm	17169	35
honest	11013	35
awhile	1930	35
leaves	12968	35
roast	19129	35
rolled	19188	35
flavored	8889	35
romantic	19201	35
state	21580	35
cheddar	4257	35
environment	7911	35
gorgeous	9994	35
quaint	17982	35
attempt	1771	35
deli	6374	35
cashier	3941	35
managed	13751	35
arrive	1575	35
breast	3171	35
agreed	908	34
pub	17832	34
question	18017	34
goodness	9952	34
pricing	17590	34
lower	13494	34
juice	12340	34
windows	25031	34
threw	22929	34
eggplant	7607	34
urban	24103	34
bike	2602	34
wood	25151	34
towards	23304	34
culinary	5921	34
below	2457	34
farm	8483	34
fellow	8609	34
afraid	869	34
recommendation	18380	34
stood	21739	34
